Gene	NGr1	NGr2	NGr3	349r1	349r2	349r3
gene-ECD_03641	2162	1400	1845	1757	1887	1817
gene-ECD_03642	2527	2491	2633	2273	2972	3107
gene-ECD_03643	1196	623	1064	1273	997	931
gene-ECD_03644	424	460	419	415	565	595
gene-ECD_03645	13	9	9	21	18	16
gene-ECD_03646	6629	4496	5300	5802	4876	6148
gene-ECD_03647	2786	2045	1941	2496	2025	3649
gene-ECD_03648	8707	6820	6834	7264	7284	11062
gene-ECD_03649	13208	10022	10035	10923	11133	13683
gene-ECD_03650	3860	3118	3140	3227	3830	3763
gene-ECD_03651	1042	1006	935	1038	982	1020
gene-ECD_03652	90481	101137	88185	104020	84284	154567
gene-ECD_03653	1039	1886	1011	1287	909	2287
gene-ECD_03654	151	204	121	124	156	258
gene-ECD_03656	765	722	562	681	698	816
gene-ECD_03657	4914	5995	3977	4011	5008	6768
gene-ECD_03658	6789	8169	5766	5833	7012	9106
gene-ECD_03659	3832	3283	4002	4171	3350	4337
gene-ECD_03660	2659	2360	1769	2720	2912	3994
gene-ECD_03661	46660	56721	41541	39073	48741	67465
gene-ECD_03662	1235	1557	888	1019	1311	1988
gene-ECD_03663	915	873	689	762	795	1132
gene-ECD_03664	1632	1442	1121	1438	1182	1979
gene-ECD_03665	2391	1826	1565	1941	1505	2563
gene-ECD_03666	1758	1063	963	1326	970	1585
gene-ECD_03667	1279	616	812	1077	717	893
gene-ECD_03668	890	436	550	731	573	702
gene-ECD_03669	2808	1382	1808	2133	1996	2059
gene-ECD_03670	1008	745	707	834	914	1219
gene-ECD_03671	712	565	537	609	637	655
gene-ECD_03672	416	397	307	378	336	472
gene-ECD_03673	526	462	310	412	371	544
gene-ECD_03674	491	452	417	408	451	571
gene-ECD_03675	140	128	150	141	193	182
gene-ECD_03676	108	97	107	94	119	141
gene-ECD_03677	6504	7462	5767	5430	6843	7854
gene-ECD_03678	8213	7769	6794	6479	8365	9497
gene-ECD_03679	3292	3265	2580	2548	3490	3851
gene-ECD_03680	8542	6768	6511	6268	8213	8851
gene-ECD_03681	18402	18681	15006	15662	16644	22279
gene-ECD_03682	685	729	598	640	637	747
gene-ECD_03683	5	3	8	4	4	8
gene-ECD_03684	431	329	358	442	379	372
gene-ECD_03685	3540	2656	2838	2961	3361	3536
gene-ECD_03686	2470	2197	2073	2110	2693	2719
gene-ECD_03687	2472	2622	1999	2098	2984	3350
gene-ECD_03688	1698	2202	1534	1524	2276	2268
gene-ECD_03689	3153	3480	2492	2440	2996	3779
gene-ECD_03690	1342	870	1144	1154	1300	1456
gene-ECD_03691	94	65	65	85	70	133
gene-ECD_03692	1493	1496	1257	1289	1556	2261
gene-ECD_03693	10	9	6	7	12	12
gene-ECD_03694	11	7	13	10	14	16
gene-ECD_03695	4	1	1	3	0	2
gene-ECD_03696	5	4	8	6	4	8
gene-ECD_03697	0	0	1	0	2	1
gene-ECD_03698	168	141	119	121	173	184
gene-ECD_03699	225	145	227	157	219	138
gene-ECD_03700	524	560	446	473	611	724
gene-ECD_03701	1221	1153	928	938	1357	1298
gene-ECD_03702	401	433	347	344	385	550
gene-ECD_03703	347	347	285	314	343	483
gene-ECD_03704	1047	1188	880	895	1279	1458
gene-ECD_03705	2528	2389	1965	1868	2924	3366
gene-ECD_03706	331	358	236	264	344	414
gene-ECD_03707	568	298	421	392	527	429
gene-ECD_03708	23879	12631	15849	17285	20729	16918
gene-ECD_03709	500	443	372	431	486	570
gene-ECD_03710	165	153	152	160	183	208
gene-ECD_03711	22	15	12	13	16	27
gene-ECD_03712	92	77	55	69	70	90
gene-ECD_03713	179	144	165	136	185	198
gene-ECD_03714	138	151	155	128	167	203
gene-ECD_03715	182	133	178	158	219	234
gene-ECD_03716	285	186	276	267	319	300
gene-ECD_03717	1350	1041	1201	1003	1426	1543
gene-ECD_03718	11678	8637	12260	9622	12533	12276
gene-ECD_03719	1402	1254	1244	1289	1546	1917
gene-ECD_03720	123	103	140	91	160	93
gene-ECD_03721	397	256	407	262	621	329
gene-ECD_03722	271	209	253	146	481	249
gene-ECD_03723	489	329	450	364	869	442
gene-ECD_03724	714	305	519	446	939	336
gene-ECD_03725	982	974	936	793	1363	1065
gene-ECD_03726	3497	3219	2705	2737	3926	4335
gene-ECD_03727	1819	1412	1373	1387	1912	1903
gene-ECD_03728	4515	4152	3535	4053	4490	5524
gene-ECD_03729	4417	3196	3846	4669	3715	5073
gene-ECD_03730	5786	5022	4923	4844	5064	6521
gene-ECD_03731	1950	2128	1545	1425	1940	2626
gene-ECD_03732	785	776	639	654	764	1028
gene-ECD_03733	358	346	312	365	303	454
gene-ECD_03734	8538	5381	6621	6926	8441	6399
gene-ECD_03735	5813	4810	4812	4614	6125	6281
gene-ECD_03736	1034	1014	887	906	1081	1390
gene-ECD_03737	515	388	676	306	623	532
gene-ECD_03738	12845	11527	10344	10195	12016	15180
gene-ECD_03739	1284	1375	1106	1021	1431	1602
gene-ECD_03740	1462	1961	1240	1275	1624	2077
gene-ECD_03741	1190	1328	1044	1137	1282	1456
gene-ECD_03742	728	553	542	630	801	833
gene-ECD_03743	1145	833	959	933	1115	1157
gene-ECD_03744	659	665	700	639	673	729
gene-ECD_03745	5238	3837	3755	4076	4926	6982
gene-ECD_03746	2592	1625	2204	2474	1817	2394
gene-ECD_03747	87	113	101	92	88	127
gene-ECD_03748	87	105	56	67	80	128
gene-ECD_03749	20860	13113	16295	17486	17842	18213
gene-ECD_03750	1883	1974	1584	1765	1909	2531
gene-ECD_03751	852	560	696	761	734	651
gene-ECD_03752	4563	4571	4238	3509	5129	5179
gene-ECD_03753	2416	2365	2108	1871	2733	3055
gene-ECD_03754	1439	1798	1257	1256	1799	1943
gene-ECD_03755	29836	26876	26020	22815	30100	38082
gene-ECD_03756	6396	6685	4609	5507	5044	8566
gene-ECD_03757	286	283	255	292	371	349
gene-ECD_03758	588	333	447	453	945	596
gene-ECD_03759	105	31	98	62	167	67
gene-ECD_03760	9	2	5	5	3	1
gene-ECD_03761	17	23	16	18	19	18
gene-ECD_03762	55	69	47	55	61	59
gene-ECD_03763	30	29	32	34	26	36
gene-ECD_03764	47	23	36	32	46	33
gene-ECD_03765	473	283	372	331	433	337
gene-ECD_03766	211	144	162	155	223	169
gene-ECD_03767	105	67	105	72	136	87
gene-ECD_03768	130	119	124	96	202	194
gene-ECD_03769	1279	928	1230	1052	2126	1369
gene-ECD_03770	1459	961	1276	1011	1735	1522
gene-ECD_03771	1507	1143	1202	1245	1781	1775
gene-ECD_03772	615	557	558	605	624	576
gene-ECD_03773	2426	1911	1851	1734	2528	2187
gene-ECD_03774	6	9	6	10	8	16
gene-ECD_03775	35	33	36	35	57	46
gene-ECD_03776	3254	2972	2942	2571	3745	3483
gene-ECD_03777	3814	3657	3613	3277	4706	5115
gene-ECD_03778	8215	6423	7251	7167	8744	8048
gene-ECD_03779	63330	39897	46895	46339	56769	50375
gene-ECD_03780	538	720	574	483	649	1012
gene-ECD_03781	30	28	18	19	24	37
gene-ECD_03782	231	231	191	179	244	254
gene-ECD_03783	653	571	600	555	669	638
gene-ECD_03784	76	63	73	71	103	106
gene-ECD_03785	4	5	3	7	5	3
gene-ECD_03786	33	19	26	39	24	44
gene-ECD_03787	36	14	28	17	25	38
gene-ECD_03788	74	62	64	64	80	86
gene-ECD_03789	62	61	43	57	56	63
gene-ECD_03790	40	49	38	39	39	60
gene-ECD_03791	157	95	137	111	186	152
gene-ECD_03792	519	409	501	445	815	604
gene-ECD_03793	189	188	213	201	291	270
gene-ECD_03794	18671	7556	9249	16925	15330	10999
gene-ECD_03795	106	50	82	61	84	90
gene-ECD_03796	1276	1163	1336	1207	1304	1434
gene-ECD_03797	6282	5140	4919	4980	6019	6798
gene-ECD_03798	4588	3166	4056	3887	4375	4484
gene-ECD_03799	253	223	274	198	268	345
gene-ECD_03800	2117	1921	1933	1938	2127	2334
gene-ECD_03801	12898	11012	11679	10975	12702	15646
gene-ECD_03802	147	110	159	131	116	160
gene-ECD_03803	315	295	265	296	309	420
gene-ECD_03804	18726	11603	12447	12936	14311	18479
gene-ECD_03805	280	288	227	213	285	377
gene-ECD_03806	125	182	135	123	169	238
gene-ECD_03807	548	264	515	480	523	369
gene-ECD_03808	2894	1567	2201	1999	2602	2061
gene-ECD_03809	3313	2915	3355	2594	3226	3218
gene-ECD_03810	2696	1270	2300	1540	3663	1626
gene-ECD_03811	32615	14360	31336	22174	45503	20815
gene-ECD_03812	43738	14117	32740	31674	54505	26458
gene-ECD_03813	1507	1110	1602	1678	1556	1422
gene-ECD_03814	3773	2986	3404	3708	3890	4745
gene-ECD_03815	336	284	225	277	312	397
gene-ECD_03816	18534	5243	7660	13101	7886	9299
gene-ECD_03817	2341	675	833	1598	1077	1324
gene-ECD_03818	1447	1248	1277	1215	1746	1345
gene-ECD_03819	2857	2000	2142	2025	3660	2710
gene-ECD_03820	632	588	497	540	617	738
gene-ECD_03821	11820	6881	9041	12067	9666	10986
gene-ECD_03822	111	181	98	110	139	204
gene-ECD_03823	801	857	628	628	836	1028
gene-ECD_03824	1388	1127	1376	1338	1335	1415
gene-ECD_03825	880	615	636	680	771	788
gene-ECD_03826	2688	2171	2075	2324	2018	2617
gene-ECD_03827	1506	694	1133	1283	1442	884
gene-ECD_03828	20951	11419	15609	15152	16995	13565
gene-ECD_03829	556	412	407	459	502	609
gene-ECD_03830	167	174	141	146	153	214
gene-ECD_03831	902	488	863	627	941	623
gene-ECD_03832	380	308	365	306	517	378
gene-ECD_03833	1027	578	817	824	1242	766
gene-ECD_03834	30	29	28	30	56	32
gene-ECD_03835	18	9	16	15	34	5
gene-ECD_03836	523	422	439	403	618	498
gene-ECD_03837	77	77	75	83	82	101
gene-ECD_03838	46	52	43	43	51	48
gene-ECD_03839	296	280	257	232	321	321
gene-ECD_03840	6921	5907	4620	5428	4947	7440
gene-ECD_03841	38350	32767	29454	29994	30674	37571
gene-ECD_03842	4896	3272	3956	3864	3882	4419
gene-ECD_03843	7503	6537	5821	5631	6329	8118
gene-ECD_03844	6822	5848	5124	5560	5034	7514
gene-ECD_03845	8458	5785	5999	6882	5186	7723
gene-ECD_03846	8134	6216	6903	6747	7901	7743
gene-ECD_03847	8981	5102	6989	5770	8809	6027
gene-ECD_03848	2490	1950	2114	2226	2667	2891
gene-ECD_03849	2458	1840	2151	2194	2876	2889
gene-ECD_03850	1821	1592	1524	1527	1879	2370
gene-ECD_03852	3302	3280	2921	3049	3338	4135
gene-ECD_03853	1996	2202	1701	1669	2248	2948
gene-ECD_03854	935	1010	768	839	953	1241
gene-ECD_03855	799	692	593	597	873	892
gene-ECD_03856	106733	60858	72728	85164	65749	80494
gene-ECD_03857	1962	2057	1503	1801	1926	2871
gene-ECD_03858	4707	4029	3255	3655	4504	5898
gene-ECD_03859	18973	7305	9750	14756	7815	11058
gene-ECD_03860	73389	22325	32857	49695	30943	40564
gene-ECD_03861	68516	31734	41864	54167	42711	52411
gene-ECD_03862	55561	30720	35568	44525	35622	47209
gene-ECD_03863	77266	35933	36410	54190	35319	52676
gene-ECD_03864	122416	45111	69420	88398	69202	68557
gene-ECD_03865	152	118	140	148	142	174
gene-ECD_03866	625	455	476	467	518	542
gene-ECD_03867	499	318	423	369	450	412
gene-ECD_03868	93	72	65	51	78	95
gene-ECD_03869	225	203	204	190	258	225
gene-ECD_03870	118	106	116	108	128	126
gene-ECD_03871	1420	1306	1171	1238	1588	1723
gene-ECD_03872	2033	927	1861	1454	2736	1282
gene-ECD_03873	391	455	340	323	405	479
gene-ECD_03874	2721	2172	2164	2364	2638	2699
gene-ECD_03875	1574	1567	1315	1172	1430	1537
gene-ECD_03876	1739	1893	1553	1739	1768	2646
gene-ECD_03877	17484	12345	18293	16995	14270	15607
gene-ECD_03878	1591	1375	1315	1158	1919	1966
gene-ECD_03879	59	84	60	47	70	76
gene-ECD_03880	810	697	821	858	1027	935
gene-ECD_03881	1290	1018	1078	1082	1563	1334
gene-ECD_03882	635	397	373	481	416	488
gene-ECD_03883	514	475	335	467	377	600
gene-ECD_03884	536	417	478	492	506	571
gene-ECD_03885	851	437	660	676	793	596
gene-ECD_03886	2393	1045	3210	1136	2787	1887
gene-ECD_03887	1773	838	2573	918	1821	1495
gene-ECD_03888	325	166	609	175	354	315
gene-ECD_03890	1983	1002	1561	1165	2066	1166
gene-ECD_03891	14587	12742	11802	12266	13321	14341
gene-ECD_03892	1889	1401	1704	1634	1704	1804
gene-ECD_03893	539	455	451	412	660	564
gene-ECD_03894	1591	1512	1250	1312	1515	2045
gene-ECD_03895	656	616	782	775	767	696
gene-ECD_03896	3576	2609	2719	2598	3408	3216
gene-ECD_03897	21797	19598	20285	17653	18016	25127
gene-ECD_03898	53	73	96	64	65	57
gene-ECD_03899	14	11	13	14	16	12
gene-ECD_03900	16	20	16	12	15	14
gene-ECD_03901	106	116	120	102	140	137
gene-ECD_03902	181	78	129	167	73	122
gene-ECD_03903	441	259	326	359	202	279
gene-ECD_03904	146	159	215	118	141	263
gene-ECD_03905	579	792	756	427	484	1053
gene-ECD_03906	2349	2838	2509	2157	1684	4460
gene-ECD_03907	723	1425	952	710	648	1886
gene-ECD_03908	1527	1994	1863	1214	1114	3270
gene-ECD_03909	471	549	568	350	413	877
gene-ECD_03910	9	5	6	4	9	7
gene-ECD_03911	1702	1013	1439	1215	1691	1484
gene-ECD_03912	1440	933	1301	1181	1349	1114
gene-ECD_03913	3529	3471	3214	2997	4637	3856
gene-ECD_03914	1369	971	1087	1330	944	1447
gene-ECD_03915	5735	5170	5138	5691	5089	6927
gene-ECD_03916	490	453	436	363	481	560
gene-ECD_03917	432	377	426	389	358	448
gene-ECD_03918	2442	2209	2391	2426	2035	2094
gene-ECD_03919	0	3	1	3	1	0
gene-ECD_03920	5	5	3	1	3	6
gene-ECD_03921	576	776	537	529	660	845
gene-ECD_03922	50	65	53	43	53	53
gene-ECD_03923	3338	2596	3543	3019	3629	3047
gene-ECD_03924	2824	2639	2007	2229	2581	3129
gene-ECD_03925	2688	2205	1969	2136	2224	2554
gene-ECD_03926	4060	3017	3220	3275	3714	4331
gene-ECD_03927	2432	1898	2326	2002	3535	2935
gene-ECD_03928	3147	2718	2952	2680	4026	4013
gene-ECD_03929	1130	1103	1232	1185	1355	1172
gene-ECD_03930	7893	8819	6705	6594	8282	10107
gene-ECD_03931	1794	1545	1725	1511	1675	1681
gene-ECD_03932	137	163	113	186	114	229
gene-ECD_03933	217	145	127	156	201	208
gene-ECD_03934	470	307	479	332	381	367
gene-ECD_03935	61	67	66	62	72	65
gene-ECD_03936	234	294	256	244	242	349
gene-ECD_03937	3841	3453	3790	3189	3809	4469
gene-ECD_03939	435	290	534	292	400	395
gene-ECD_03940	68	38	100	46	67	55
gene-ECD_03941	1515	613	1990	625	1639	904
gene-ECD_03942	319	244	235	218	282	327
gene-ECD_03943	61	72	45	67	71	79
gene-ECD_03944	26	32	25	25	20	22
gene-ECD_03945	46	31	35	24	24	43
gene-ECD_03946	31	44	51	52	54	53
gene-ECD_03947	16	15	26	18	24	28
gene-ECD_03948	160	160	161	153	175	182
gene-ECD_03949	5564	4863	5191	4554	5081	6697
gene-ECD_03950	1644	1452	1380	1681	1612	1785
gene-ECD_03951	931	882	783	730	1135	1069
gene-ECD_03952	90	115	105	81	107	124
gene-ECD_03953	132	156	156	122	182	189
gene-ECD_03954	39	36	26	19	46	51
gene-ECD_03955	25	25	25	26	38	36
gene-ECD_03956	205	132	191	121	192	206
gene-ECD_03957	205	104	247	123	184	187
gene-ECD_03958	281	203	328	249	277	231
gene-ECD_03959	379	193	374	211	543	232
gene-ECD_03960	902	373	879	510	1409	464
gene-ECD_03961	2417	1569	2358	1863	3514	1918
gene-ECD_03962	1012	533	1006	751	1468	801
gene-ECD_03963	218	138	225	192	259	182
gene-ECD_03964	171	125	151	149	171	133
gene-ECD_03965	74	34	46	46	63	51
gene-ECD_03966	49	35	29	22	34	31
gene-ECD_03967	40	22	38	43	42	28
gene-ECD_03968	91	82	107	77	113	110
gene-ECD_03969	41	30	25	32	35	36
gene-ECD_03970	36	20	27	27	35	24
gene-ECD_03971	28	12	19	30	30	16
gene-ECD_03972	23	7	10	30	27	12
gene-ECD_03973	8	6	6	14	5	4
gene-ECD_03974	38	12	14	15	26	20
gene-ECD_03975	30	20	22	14	30	28
gene-ECD_03976	19	19	19	30	27	30
gene-ECD_03977	32	21	15	26	18	23
gene-ECD_03978	69	45	52	31	57	50
gene-ECD_03979	71	73	74	86	70	77
gene-ECD_03980	205	235	166	190	243	306
gene-ECD_03981	85	91	75	58	85	101
gene-ECD_03982	5680	6034	4119	5821	3549	8888
gene-ECD_03983	3008	3162	2198	2611	2282	3977
gene-ECD_03984	3799	2408	2380	2681	2412	2646
gene-ECD_03985	3093	2257	1892	2305	1915	2480
gene-ECD_03986	140	180	108	96	184	236
gene-ECD_03987	335	490	447	313	651	735
gene-ECD_03988	846	808	838	818	1107	1049
gene-ECD_03989	7354	2656	5745	5976	5903	3222
gene-ECD_03990	14686	10050	21608	8984	21262	13427
gene-ECD_03991	3302	2539	5170	1852	5259	3950
gene-ECD_03992	283	279	445	223	389	401
gene-ECD_03993	676	562	644	535	689	655
gene-ECD_03994	116	113	145	103	184	192
gene-ECD_03995	240	319	270	230	392	337
gene-ECD_03997	19	16	23	31	35	37
gene-ECD_03998	86	94	103	98	101	125
gene-ECD_03999	15	14	7	17	19	36
gene-ECD_04000	36585	33063	33296	27655	34938	43081
gene-ECD_04001	192	503	297	162	407	618
gene-ECD_04002	1371	3375	2991	1258	3948	4280
gene-ECD_04003	748	1310	1901	701	2296	1900
gene-ECD_04004	107	145	88	124	132	167
gene-ECD_04005	1774	1571	1358	1401	1562	1847
gene-ECD_04006	2214	2022	1718	1847	1987	2567
gene-ECD_04007	938	848	810	904	897	995
gene-ECD_04008	20091	11692	17020	15648	21423	21288
gene-ECD_04009	87539	53193	75054	75918	107215	77515
gene-ECD_04010	572	260	304	486	445	381
gene-ECD_04011	481	451	362	376	483	637
gene-ECD_04012	22391	7029	13133	17313	12439	13792
gene-ECD_04013	287583	80864	166405	199468	155497	162428
gene-ECD_04014	707	558	767	711	818	796
gene-ECD_04015	307	281	270	264	380	333
gene-ECD_04016	1186	1219	1007	934	1338	1352
gene-ECD_04017	4043	3266	2897	3161	3363	5128
gene-ECD_04018	368	352	281	220	330	426
gene-ECD_04019	31	38	24	20	24	38
gene-ECD_04020	513	527	502	657	600	861
gene-ECD_04021	884	745	695	881	953	1319
gene-ECD_04022	233	269	220	213	255	346
gene-ECD_04023	587	342	538	394	589	436
gene-ECD_04024	959	420	714	677	1171	691
gene-ECD_04025	2459	1378	1944	1754	3594	2467
gene-ECD_04026	8914	5286	7449	7688	11564	8214
gene-ECD_04027	496	538	429	444	652	655
gene-ECD_04028	239	149	170	182	179	246
gene-ECD_04029	1222	1202	942	1003	1042	1289
gene-ECD_04030	2232	2604	2043	2099	2172	2719
gene-ECD_04031	3059	3425	2256	2503	3206	4305
gene-ECD_04032	900	833	836	818	914	1094
gene-ECD_04033	1384	2029	1355	1237	1647	2107
gene-ECD_04034	946	770	776	723	998	1079
gene-ECD_04035	210	250	213	236	229	260
gene-ECD_04036	1120	1272	1042	985	1141	1532
gene-ECD_04037	3088	3848	2695	2719	3534	4020
gene-ECD_04038	13686	5523	7797	12398	9404	9581
gene-ECD_04039	9973	6735	6460	8451	8206	9772
gene-ECD_04040	6947	6206	5383	5617	6970	6745
gene-ECD_04041	12458	9900	9035	10965	9974	11544
gene-ECD_04042	7947	6138	5611	6829	5538	8019
gene-ECD_04043	63	73	34	53	57	70
gene-ECD_04044	19429	14115	16042	15781	16209	18367
gene-ECD_04045	1740	2034	1384	1603	1600	2364
gene-ECD_04046	26337	22179	22973	21834	28476	27665
gene-ECD_04047	1713	2044	1715	1568	2118	2448
gene-ECD_04048	4	4	5	5	12	12
gene-ECD_04049	12	16	5	12	6	25
gene-ECD_04050	10	7	8	5	10	11
gene-ECD_04051	2	3	3	3	7	12
gene-ECD_04052	11	5	2	6	5	1
gene-ECD_04053	42	33	49	42	47	66
gene-ECD_04054	774	369	523	542	636	484
gene-ECD_04055	1880	792	1648	1817	2026	1175
gene-ECD_04056	3279	1270	2501	2980	2856	1674
gene-ECD_04057	669	488	565	532	666	595
gene-ECD_04058	980	468	696	736	793	650
gene-ECD_04059	721	533	663	564	664	639
gene-ECD_04060	114	66	91	70	129	120
gene-ECD_04061	54	27	33	34	51	38
gene-ECD_04062	102	65	64	57	93	84
gene-ECD_04063	136	95	113	102	128	115
gene-ECD_04064	109	81	102	94	106	91
gene-ECD_04065	100	65	84	89	84	87
gene-ECD_04066	26	28	22	17	19	38
gene-ECD_04067	10538	4496	5888	9503	5696	7240
gene-ECD_04068	11736	4162	4687	8508	6395	7566
gene-ECD_04069	9145	4206	4680	6307	5009	5421
gene-ECD_04070	15240	7018	9018	12174	9052	10825
gene-ECD_04071	47	45	27	47	37	53
gene-ECD_04072	202	209	234	195	232	294
gene-ECD_04073	93	66	97	80	111	98
gene-ECD_04074	26	31	29	10	33	21
gene-ECD_04075	109	76	114	56	163	59
gene-ECD_04076	188	163	181	128	214	139
gene-ECD_04077	1314	1056	1026	1223	1356	1426
gene-ECD_04078	3119	2134	2542	2610	2981	2688
gene-ECD_04079	2046	1354	1516	1645	1244	1485
gene-ECD_04080	3216	2228	3426	2182	3484	2976
gene-ECD_04081	285	305	302	237	349	343
gene-ECD_04082	241	194	184	189	233	261
gene-ECD_04083	538	399	474	418	519	506
gene-ECD_04084	99	89	72	79	86	136
gene-ECD_04085	4936	3973	4365	4018	5334	5551
gene-ECD_04086	3549	2727	3272	2919	3824	3317
gene-ECD_04087	1260	1298	1160	1178	1403	1800
gene-ECD_04088	6354	4750	6484	6957	6069	6730
gene-ECD_04089	2552	3128	2209	2157	2707	4270
gene-ECD_04090	4779	3190	4234	3604	4892	4190
gene-ECD_04091	1782	1758	1495	1487	1884	2077
gene-ECD_04092	4655	4885	4424	4309	4398	6141
gene-ECD_04093	9	6	19	9	11	6
gene-ECD_04094	0	0	0	0	0	0
gene-ECD_04095	12272	9008	7957	10538	8904	14733
gene-ECD_04096	334	214	371	290	606	287
gene-ECD_04097	324	224	305	274	484	265
gene-ECD_04098	77	50	70	65	100	74
gene-ECD_04099	230	179	187	192	281	284
gene-ECD_04100	6615	3652	5715	4843	6132	4691
gene-ECD_04101	3679	3451	3224	2889	3544	4588
gene-ECD_04102	1051	660	805	862	984	948
gene-ECD_04103	8090	5948	6056	5995	6457	7742
gene-ECD_04105	964	1577	1106	1082	1087	1804
gene-ECD_04106	12098	14579	12203	11283	12020	14613
gene-ECD_04107	35027	36258	33263	27871	39437	44174
gene-ECD_04108	13780	28156	16628	13904	16362	36515
gene-ECD_04109	951	769	857	832	931	911
gene-ECD_04110	962	823	743	769	931	1066
gene-ECD_04111	5373	4175	5272	5103	4871	4062
gene-ECD_04112	1410	878	1146	1201	1112	1177
gene-ECD_04113	3395	2046	2376	2829	2516	3154
gene-ECD_04114	8	6	2	5	3	7
gene-ECD_04115	60	56	65	64	75	62
gene-ECD_04116	319	328	345	293	327	396
gene-ECD_04117	194	205	184	186	204	228
gene-ECD_04118	143	132	172	128	138	164
gene-ECD_04119	205	199	139	161	217	233
gene-ECD_04120	1054	891	962	904	975	1551
gene-ECD_04121	1072	1073	948	1076	1033	1416
gene-ECD_04122	232	179	225	198	229	217
gene-ECD_04123	11	4	8	4	7	10
gene-ECD_04124	13431	8759	9131	10207	9598	11008
gene-ECD_04125	496	417	318	404	422	574
gene-ECD_04126	10628	5990	7588	8085	8038	7995
gene-ECD_04127	1584	1363	1364	1424	1586	1585
gene-ECD_04128	1642	1495	1447	1408	1589	1776
gene-ECD_04129	517	376	452	461	430	471
gene-ECD_04130	163	117	106	137	178	150
gene-ECD_04131	131	106	117	108	142	141
gene-ECD_04132	223	176	145	145	225	195
gene-ECD_04133	161	119	140	107	235	147
gene-ECD_04134	118	51	101	82	196	93
gene-ECD_04135	207	135	196	134	264	154
gene-ECD_04136	285	291	230	258	260	352
gene-ECD_04137	17	31	9	24	18	49
gene-ECD_04139	53	31	37	34	55	53
gene-ECD_04140	268	251	255	231	269	313
gene-ECD_04141	600	370	445	301	1367	329
gene-ECD_04142	553	571	538	400	729	520
gene-ECD_04145	280	242	273	309	296	374
gene-ECD_04146	259	239	244	196	282	312
gene-ECD_04147	130	125	112	107	144	155
gene-ECD_04148	2885	2287	2497	2408	2328	3141
gene-ECD_04149	633	465	502	499	541	616
gene-ECD_04150	65	44	39	58	50	58
gene-ECD_04152	110	95	75	92	96	133
gene-ECD_04153	302	248	214	248	344	328
gene-ECD_04154	120	95	77	94	130	112
gene-ECD_04155	94	72	47	84	90	99
gene-ECD_04156	487	378	309	467	559	428
gene-ECD_04157	1736	919	795	1411	1529	1078
gene-ECD_04158	205	128	113	172	185	131
gene-ECD_04159	86	74	46	75	91	60
gene-ECD_04160	602	564	617	648	658	757
gene-ECD_04162	63	48	57	60	57	62
gene-ECD_04163	4	5	3	5	13	13
gene-ECD_04164	0	0	0	0	0	1
gene-ECD_04165	300	240	244	254	292	356
gene-ECD_04166	256	223	241	234	262	290
gene-ECD_04167	191	162	176	204	212	236
gene-ECD_04168	1426	1492	1350	1308	1471	1900
gene-ECD_04169	402	475	374	388	461	701
gene-ECD_04170	33	17	30	13	48	36
gene-ECD_04171	308	306	365	320	423	451
gene-ECD_04172	397	267	358	300	577	390
gene-ECD_04173	430	357	412	338	636	483
gene-ECD_04174	402	302	279	409	554	614
gene-ECD_04176	42	50	39	24	108	49
gene-ECD_04177	184	80	127	115	289	143
gene-ECD_04178	31	23	14	18	262	13
gene-ECD_04180	23	27	28	24	31	36
gene-ECD_04181	0	0	0	0	0	0
gene-ECD_04182	14	14	15	18	25	14
gene-ECD_04183	20	12	15	22	21	29
gene-ECD_04184	6	2	2	5	2	2
gene-ECD_04185	0	2	0	1	3	0
gene-ECD_04186	11	13	9	20	21	27
gene-ECD_04187	18	14	22	20	19	21
gene-ECD_04188	37	29	28	38	31	49
gene-ECD_04189	114	96	123	59	84	103
gene-ECD_04190	3580	1650	2926	217	422	232
gene-ECD_04191	17700	8112	14720	711	1515	763
gene-ECD_04192	11316	4746	8660	727	1245	757
gene-ECD_04193	3295	2647	3136	1958	2130	1948
gene-ECD_04194	29	14	21	15	23	26
gene-ECD_04195	40	26	26	16	24	32
gene-ECD_04196	290	282	236	254	265	309
gene-ECD_04197	2109	1202	1406	1463	1433	1304
gene-ECD_04198	83	70	62	73	70	72
gene-ECD_04199	35	66	27	49	47	68
gene-ECD_04200	1002	719	822	719	769	999
gene-ECD_04201	338	365	341	316	438	447
gene-ECD_04202	234	182	145	158	272	248
gene-ECD_04203	288	301	389	240	654	423
gene-ECD_04204	837	1032	1178	930	1695	1264
gene-ECD_04205	313	284	272	282	344	388
gene-ECD_04206	315	308	256	304	335	471
gene-ECD_04207	116	93	80	114	103	108
gene-ECD_04208	0	0	0	0	0	0
gene-ECD_04209	2	4	6	6	6	8
gene-ECD_04211	285	378	200	236	349	413
gene-ECD_04212	1982	1790	1494	1786	1875	2180
gene-ECD_04213	13	20	13	14	11	23
gene-ECD_04215	3603	3786	2618	2893	3099	4464
gene-ECD_04216	21614	18655	17512	16891	25195	22863
gene-ECD_04217	1181	793	1121	917	1029	995
gene-ECD_04218	2521	1924	2095	1714	2628	2525
gene-ECD_04219	97	40	69	87	112	74
gene-ECD_04220	3004	1263	2469	3173	4450	3207
gene-ECD_04221	229	181	278	248	271	241
gene-ECD_04222	84	72	72	92	82	78
gene-ECD_04223	144	153	141	103	127	162
gene-ECD_04224	175	164	153	130	179	192
gene-ECD_04225	91	83	69	76	111	81
gene-ECD_04226	237	166	219	140	173	164
